Field,Field_Variability_Rank,X_miles,Y_miles,Structural_Depth_ft,Isopach_ft,GammaRay_API,Resistivity_ohmm,Porosity_frac,Oil_Production_BOPD
Field_01,1,3.84,0.3,7294.0,14.1,53.2,22.12,0.1345,71.1
Field_01,1,3.94,0.3,7180.9,19.6,48.7,19.76,0.1367,95.2
Field_01,1,4.04,0.3,7091.7,25.2,42.8,17.3,0.1372,110.6
Field_01,1,4.14,0.3,6960.4,31.7,37.1,15.69,0.136,128.6
Field_01,1,4.24,0.3,6737.3,40.3,32.3,15.39,0.1335,165.7
Field_01,1,4.34,0.3,6439.5,50.8,28.5,16.35,0.1304,236.5
Field_01,1,4.44,0.3,6160.2,61.6,25.4,18.07,0.1276,341.8
Field_01,1,4.55,0.3,6033.2,69.8,23.1,19.62,0.1259,443.5
Field_01,1,4.65,0.3,6172.3,72.7,22.1,20.07,0.1263,472.7
Field_01,1,4.75,0.3,6618.7,68.7,23.0,19.2,0.129,404.9
Field_01,1,4.85,0.3,7319.7,58.5,26.1,17.63,0.1339,288.7
Field_01,1,4.95,0.3,8145.8,44.6,31.0,16.13,0.1395,181.3
Field_01,1,5.05,0.3,8933.5,30.3,36.7,15.13,0.1435,105.1
Field_01,1,5.15,0.3,9538.6,19.1,42.5,14.75,0.1442,59.4
Field_01,1,5.25,0.3,9877.6,13.3,47.5,14.93,0.1418,39.0
Field_01,1,5.35,0.3,9946.6,13.9,51.7,15.65,0.1385,39.0
Field_01,1,5.45,0.3,9811.7,19.8,55.0,16.95,0.1367,53.8
Field_01,1,5.56,0.3,9577.7,29.0,57.4,18.88,0.1379,74.8
Field_01,1,5.66,0.3,9349.5,39.1,58.9,21.41,0.1413,91.9
Field_01,1,5.76,0.3,9198.5,48.2,59.2,24.32,0.1456,100.2
Field_01,1,5.86,0.3,9147.1,55.3,58.2,27.26,0.1505,107.0
Field_01,1,5.96,0.3,9174.0,60.2,55.8,29.81,0.1574,125.1
Field_01,1,6.06,0.3,9236.6,63.2,52.2,31.49,0.169,157.7
Field_01,1,6.16,0.3,9297.7,65.7,47.7,31.86,0.187,194.9
Field_01,1,6.26,0.3,9337.2,68.9,42.8,30.56,0.2108,221.1
Field_01,1,6.36,0.3,9345.6,74.1,38.0,27.7,0.2368,227.4
Field_01,1,6.46,0.3,9309.6,81.8,34.3,24.1,0.2595,223.5
Field_01,1,6.57,0.3,9211.6,91.4,32.7,20.88,0.2738,233.5
Field_01,1,6.67,0.3,9048.8,101.2,34.0,18.9,0.2765,280.4
Field_01,1,6.77,0.3,8856.6,109.4,37.9,18.52,0.2671,372.4
Field_01,1,6.87,0.3,8710.3,114.1,43.6,19.68,0.2478,490.8
Field_01,1,6.97,0.3,8696.0,114.5,49.6,21.95,0.2224,580.5
Field_01,1,7.07,0.3,8865.2,110.9,54.3,24.42,0.1958,578.0
Field_01,1,7.17,0.3,9205.7,104.7,56.6,26.06,0.173,481.8
Field_01,1,7.27,0.3,9648.6,98.2,56.0,26.35,0.1581,357.9
Field_01,1,7.37,0.3,10105.3,93.8,53.1,25.55,0.1532,266.4
Field_01,1,7.47,0.3,10505.4,93.5,48.6,24.26,0.1574,226.2
Field_01,1,7.58,0.3,10805.7,97.7,43.3,22.96,0.1669,236.8
Field_01,1,7.68,0.3,10972.6,105.6,37.4,21.91,0.1762,295.3
Field_01,1,7.78,0.3,10964.8,114.6,31.2,21.33,0.181,394.8
Field_01,1,7.88,0.3,10745.6,121.7,25.5,21.51,0.1798,523.9
Field_01,1,7.98,0.3,10320.4,124.5,21.4,22.75,0.1744,673.7
Field_01,1,8.08,0.3,9762.7,122.0,20.1,25.17,0.1687,838.5
Field_01,1,8.18,0.3,9198.8,114.5,22.1,28.4,0.1653,997.8
Field_01,1,8.28,0.3,8755.4,103.8,26.6,31.39,0.1649,1097.3
Field_01,1,8.38,0.3,8508.1,91.5,32.0,32.65,0.1657,1073.2
Field_01,1,8.48,0.3,8461.5,79.2,36.3,31.37,0.1656,919.8
Field_01,1,8.59,0.3,8566.0,68.2,38.3,28.11,0.1638,706.7
Field_01,1,8.69,0.3,8751.3,58.9,38.0,24.31,0.1612,513.1
Field_01,1,8.79,0.3,8957.3,51.5,36.2,21.21,0.1601,374.5
Field_01,1,8.89,0.3,9149.7,45.8,34.0,19.36,0.1626,288.4
Field_01,1,8.99,0.3,9317.9,42.2,32.4,18.74,0.1694,240.3
Field_01,1,9.09,0.3,9459.3,41.3,32.4,19.04,0.1789,218.4
Field_01,1,9.19,0.3,9562.6,44.0,34.6,19.71,0.1889,215.9
Field_01,1,9.29,0.3,9603.0,51.0,39.2,20.09,0.1971,229.3
Field_01,1,9.39,0.3,9557.3,62.0,45.7,19.68,0.2027,257.5
Field_01,1,9.49,0.3,9426.4,76.0,52.9,18.36,0.2065,300.1
Field_01,1,9.6,0.3,9247.3,91.4,59.1,16.43,0.2102,351.5
Field_01,1,9.7,0.3,9081.7,106.1,62.6,14.41,0.2157,398.8
Field_01,1,9.8,0.3,8987.8,117.7,62.6,12.71,0.2235,427.4
Field_01,1,9.9,0.3,8994.2,124.2,59.6,11.52,0.2335,429.8
Field_01,1,10.0,0.3,9092.6,124.5,54.9,10.9,0.2445,409.4
Field_01,1,0.0,0.4,9193.1,117.2,47.9,13.12,0.2515,429.4
Field_01,1,0.1,0.4,9298.1,109.2,44.0,13.97,0.2598,392.5
Field_01,1,0.2,0.4,9382.3,98.4,40.3,15.19,0.2633,360.0
Field_01,1,0.3,0.4,9444.5,86.7,36.5,16.55,0.2616,338.8
Field_01,1,0.4,0.4,9513.2,75.9,32.5,17.61,0.256,323.9
Field_01,1,0.51,0.4,9629.3,67.6,28.2,17.93,0.2485,304.5
Field_01,1,0.61,0.4,9821.2,62.4,24.1,17.3,0.2401,274.4
Field_01,1,0.71,0.4,10084.7,60.5,20.3,15.99,0.2311,236.5
Field_01,1,0.81,0.4,10383.8,60.7,17.2,14.55,0.2213,197.9
Field_01,1,0.91,0.4,10670.1,61.5,15.1,13.45,0.2112,166.1
Field_01,1,1.01,0.4,10907.1,61.4,14.2,12.93,0.2027,146.8
Field_01,1,1.11,0.4,11081.4,60.4,15.0,13.08,0.198,143.2
Field_01,1,1.21,0.4,11195.1,59.6,17.6,13.91,0.1982,157.4
Field_01,1,1.31,0.4,11252.2,61.2,21.6,15.41,0.2035,193.7
Field_01,1,1.41,0.4,11255.8,66.9,26.0,17.58,0.2128,258.7
Field_01,1,1.52,0.4,11216.4,77.1,30.0,20.3,0.2242,353.5
Field_01,1,1.62,0.4,11157.6,90.1,33.0,23.25,0.2357,460.3
Field_01,1,1.72,0.4,11107.6,102.9,35.2,25.76,0.2448,541.6
Field_01,1,1.82,0.4,11078.0,112.4,37.0,27.01,0.2496,564.4
Field_01,1,1.92,0.4,11050.4,116.4,39.2,26.51,0.2498,524.7
Field_01,1,2.02,0.4,10980.6,114.5,42.5,24.55,0.2469,443.2
Field_01,1,2.12,0.4,10818.9,107.7,47.2,21.91,0.2443,348.5
Field_01,1,2.22,0.4,10533.3,97.9,53.4,19.41,0.2448,264.2
Field_01,1,2.32,0.4,10122.2,87.1,60.5,17.5,0.2495,200.8
Field_01,1,2.42,0.4,9613.2,76.7,67.3,16.24,0.2563,158.1
Field_01,1,2.53,0.4,9047.4,67.8,71.9,15.43,0.2609,131.4
Field_01,1,2.63,0.4,8462.2,61.2,72.6,14.82,0.2587,116.4
Field_01,1,2.73,0.4,7885.9,57.3,68.4,14.27,0.2476,111.0
Field_01,1,2.83,0.4,7351.6,55.4,60.0,13.91,0.2287,113.9
Field_01,1,2.93,0.4,6914.5,53.4,49.3,13.97,0.2056,122.9
Field_01,1,3.03,0.4,6647.3,49.0,39.4,14.67,0.1825,131.2
Field_01,1,3.13,0.4,6604.9,40.7,32.7,15.97,0.1629,127.1
Field_01,1,3.23,0.4,6779.7,28.9,30.8,17.57,0.1483,102.1
Field_01,1,3.33,0.4,7085.6,15.6,33.7,19.06,0.1392,60.3
Field_01,1,3.43,0.4,7392.4,5.0,39.7,20.16,0.1349,20.8
Field_01,1,3.54,0.4,7589.3,5.0,46.5,20.89,0.1344,22.4
Field_01,1,3.64,0.4,7635.7,5.0,51.7,21.27,0.1361,24.2
Field_01,1,3.74,0.4,7564.3,5.0,54.0,21.1,0.1386,25.4
Field_01,1,3.84,0.4,7439.5,5.0,53.3,20.12,0.1406,25.0
Field_01,1,3.94,0.4,7304.9,5.8,50.5,18.51,0.1412,26.5
Field_01,1,4.04,0.4,7157.5,13.0,46.9,16.94,0.1404,52.0
Field_01,1,4.14,0.4,6963.6,22.1,43.6,16.18,0.1383,82.0
Field_01,1,4.24,0.4,6700.7,33.9,40.6,16.62,0.1356,131.3
Field_01,1,4.34,0.4,6395.0,47.7,37.6,18.15,0.1331,217.2
Field_01,1,4.44,0.4,6128.9,61.5,34.4,20.09,0.1311,339.5
Field_01,1,4.55,0.4,6014.4,71.7,31.3,21.25,0.1299,445.3
Field_01,1,4.65,0.4,6146.5,75.5,29.4,20.8,0.1298,454.2
Field_01,1,4.75,0.4,6561.8,71.4,29.5,18.96,0.1308,359.9
Field_01,1,4.85,0.4,7219.3,60.5,31.9,16.72,0.1329,235.6
Field_01,1,4.95,0.4,8010.3,45.8,36.1,14.89,0.1349,138.2
Field_01,1,5.05,0.4,8790.5,30.9,41.0,13.79,0.1357,77.5
Field_01,1,5.15,0.4,9423.1,19.6,45.3,13.37,0.1342,44.4
Field_01,1,5.25,0.4,9816.8,14.2,48.6,13.5,0.1314,31.1
Field_01,1,5.35,0.4,9949.0,15.6,50.8,14.11,0.1295,34.4
Field_01,1,5.45,0.4,9866.4,22.7,52.4,15.28,0.1306,51.5
Field_01,1,5.56,0.4,9664.5,33.1,54.0,17.11,0.1352,77.6
Field_01,1,5.66,0.4,9453.3,44.1,55.3,19.61,0.1422,105.1
Field_01,1,5.76,0.4,9320.3,53.5,56.2,22.55,0.1499,128.6
Field_01,1,5.86,0.4,9303.0,60.1,56.2,25.35,0.1575,151.0
Field_01,1,5.96,0.4,9382.4,64.0,55.0,27.37,0.1662,178.5
Field_01,1,6.06,0.4,9500.4,66.2,52.6,28.14,0.1782,209.9
Field_01,1,6.16,0.4,9592.1,68.3,49.2,27.52,0.195,236.2
Field_01,1,6.26,0.4,9613.6,71.8,45.3,25.58,0.2164,248.6
Field_01,1,6.36,0.4,9551.7,77.9,41.5,22.67,0.2396,244.6
Field_01,1,6.46,0.4,9415.7,86.7,38.5,19.45,0.2599,232.1
Field_01,1,6.57,0.4,9225.4,97.3,37.3,16.73,0.2725,229.1
Field_01,1,6.67,0.4,9008.9,108.1,38.2,15.14,0.2743,252.8
Field_01,1,6.77,0.4,8807.3,117.0,41.2,14.98,0.2649,310.6
Field_01,1,6.87,0.4,8673.3,122.0,45.8,16.31,0.2465,393.4
Field_01,1,6.97,0.4,8655.9,122.1,50.8,18.93,0.223,467.4
Field_01,1,7.07,0.4,8777.9,117.4,54.8,22.18,0.1989,485.5
Field_01,1,7.17,0.4,9023.3,109.5,56.7,25.02,0.1782,431.2
Field_01,1,7.27,0.4,9346.2,100.9,56.3,26.53,0.1641,341.5
Field_01,1,7.37,0.4,9697.9,94.3,53.7,26.54,0.158,266.7
Field_01,1,7.47,0.4,10047.9,91.8,49.8,25.44,0.1595,231.9
Field_01,1,7.58,0.4,10378.4,94.0,44.9,23.83,0.166,240.3
Field_01,1,7.68,0.4,10656.1,99.5,39.6,22.24,0.1742,286.6
Field_01,1,7.78,0.4,10814.6,106.1,34.1,21.16,0.1808,362.4
Field_01,1,7.88,0.4,10776.7,110.7,29.2,21.09,0.1847,462.1
Field_01,1,7.98,0.4,10510.0,111.4,25.6,22.45,0.1869,589.0
Field_01,1,8.08,0.4,10068.9,107.7,24.3,25.59,0.189,749.6
Field_01,1,8.18,0.4,9582.4,100.4,25.6,30.38,0.1918,932.1
Field_01,1,8.28,0.4,9191.3,91.1,29.0,35.72,0.1945,1080.6
Field_01,1,8.38,0.4,8982.7,81.5,33.0,39.38,0.1949,1111.7
Field_01,1,8.48,0.4,8962.8,72.6,36.2,39.18,0.1916,989.4
Field_01,1,8.59,0.4,9076.9,64.9,37.6,35.04,0.1848,770.8
Field_01,1,8.69,0.4,9249.6,58.4,37.1,29.06,0.1769,550.7
Field_01,1,8.79,0.4,9420.9,53.0,35.4,23.59,0.1712,386.1
Field_01,1,8.89,0.4,9562.4,48.7,33.3,19.85,0.1705,284.1
Field_01,1,8.99,0.4,9674.3,46.1,31.5,17.94,0.1754,229.6
Field_01,1,9.09,0.4,9766.3,45.9,31.0,17.49,0.184,206.7
Field_01,1,9.19,0.4,9836.3,48.7,32.4,17.94,0.1933,204.5
Field_01,1,9.29,0.4,9861.2,54.9,36.0,18.61,0.2004,217.4
Field_01,1,9.39,0.4,9809.7,64.0,41.4,18.81,0.2042,244.4
Field_01,1,9.49,0.4,9669.3,75.5,47.7,18.14,0.2056,286.5
Field_01,1,9.6,0.4,9466.0,88.4,53.4,16.75,0.207,340.1
Field_01,1,9.7,0.4,9258.7,101.1,57.1,15.12,0.2105,394.8
Field_01,1,9.8,0.4,9110.7,112.0,57.8,13.76,0.2175,438.1
Field_01,1,9.9,0.4,9058.6,118.9,55.9,12.95,0.2279,460.0
Field_01,1,10.0,0.4,9098.1,120.7,52.2,12.75,0.24,455.9
Field_01,1,0.0,0.51,9291.8,110.5,44.4,15.7,0.2416,440.2
Field_01,1,0.1,0.51,9314.6,104.1,41.2,16.91,0.2505,398.6
Field_01,1,0.2,0.51,9302.6,94.5,38.2,18.13,0.2549,353.4
Field_01,1,0.3,0.51,9262.7,83.1,35.1,19.01,0.2544,318.6
Field_01,1,0.4,0.51,9234.3,71.8,31.8,19.19,0.2496,291.4
Field_01,1,0.51,0.51,9272.9,62.4,28.3,18.51,0.2418,260.4
Field_01,1,0.61,0.51,9421.9,56.1,24.6,17.12,0.2318,221.7
Field_01,1,0.71,0.51,9688.5,53.5,20.8,15.46,0.2201,181.3
Field_01,1,0.81,0.51,10037.7,53.7,17.4,13.99,0.2074,145.6
Field_01,1,0.91,0.51,10410.1,55.0,14.6,12.99,0.1956,118.9
Field_01,1,1.01,0.51,10751.3,55.8,13.2,12.57,0.1874,104.1
Field_01,1,1.11,0.51,11031.6,55.6,13.7,12.73,0.1851,103.4
Field_01,1,1.21,0.51,11242.8,55.5,16.2,13.44,0.1895,118.5
Field_01,1,1.31,0.51,11384.0,57.7,20.4,14.71,0.1996,153.7
Field_01,1,1.41,0.51,11453.9,63.8,25.2,16.52,0.2129,215.9
Field_01,1,1.52,0.51,11457.7,74.2,29.6,18.81,0.227,308.5
Field_01,1,1.62,0.51,11416.2,86.9,32.9,21.32,0.2394,418.8
Field_01,1,1.72,0.51,11361.5,98.9,35.0,23.45,0.2485,513.5
Field_01,1,1.82,0.51,11318.7,107.1,36.4,24.51,0.253,555.3
Field_01,1,1.92,0.51,11287.5,109.7,37.8,24.09,0.2531,528.6
Field_01,1,2.02,0.51,11236.8,106.8,40.0,22.45,0.2501,449.1
Field_01,1,2.12,0.51,11115.7,99.8,43.4,20.31,0.2466,351.3
Field_01,1,2.22,0.51,10876.0,90.5,48.4,18.38,0.2451,264.5
Field_01,1,2.32,0.51,10494.1,80.6,54.6,17.0,0.2463,200.8
Field_01,1,2.42,0.51,9981.8,71.2,60.8,16.2,0.2489,159.1
Field_01,1,2.53,0.51,9378.5,63.2,65.4,15.78,0.2494,134.0
Field_01,1,2.63,0.51,8730.3,57.5,66.7,15.49,0.2443,121.2
Field_01,1,2.73,0.51,8077.4,54.5,63.7,15.16,0.2318,118.3
Field_01,1,2.83,0.51,7460.7,53.5,56.9,14.87,0.2133,124.8
Field_01,1,2.93,0.51,6938.6,52.5,48.2,14.87,0.1921,138.3
Field_01,1,3.03,0.51,6588.6,48.8,40.3,15.34,0.1721,151.2
Field_01,1,3.13,0.51,6476.2,40.7,35.5,16.26,0.1565,149.4
Field_01,1,3.23,0.51,6611.2,28.1,34.8,17.39,0.1464,119.6
Field_01,1,3.33,0.51,6926.3,13.3,38.0,18.37,0.1416,62.9
Field_01,1,3.43,0.51,7298.7,5.0,43.5,19.0,0.1409,25.5
Field_01,1,3.54,0.51,7605.7,5.0,48.9,19.35,0.1426,26.9
Field_01,1,3.64,0.51,7775.3,5.0,52.8,19.49,0.1451,27.7
Field_01,1,3.74,0.51,7801.9,5.0,54.2,19.35,0.1472,27.6
Field_01,1,3.84,0.51,7723.0,5.0,53.6,18.79,0.1479,25.8
Field_01,1,3.94,0.51,7579.4,5.0,52.1,17.91,0.147,22.8
Field_01,1,4.04,0.51,7388.5,5.0,50.6,17.21,0.1447,19.8
Field_01,1,4.14,0.51,7147.2,15.9,49.5,17.25,0.1417,58.4
Field_01,1,4.24,0.51,6856.1,31.1,48.3,18.35,0.1387,120.1
Field_01,1,4.34,0.51,6545.6,48.2,46.4,20.28,0.1364,219.7
Field_01,1,4.44,0.51,6284.2,64.4,43.4,22.13,0.135,351.6
Field_01,1,4.55,0.51,6161.0,76.0,39.9,22.62,0.1342,448.3
Field_01,1,4.65,0.51,6253.0,80.1,37.2,21.22,0.1336,430.1
Field_01,1,4.75,0.51,6593.2,75.6,36.4,18.6,0.133,315.9
Field_01,1,4.85,0.51,7155.2,64.1,38.0,15.96,0.1323,192.5
Field_01,1,4.95,0.51,7858.6,48.5,41.2,14.02,0.1312,107.7
Field_01,1,5.05,0.51,8591.0,32.8,44.8,12.91,0.1291,59.9
Field_01,1,5.15,0.51,9236.2,20.6,47.5,12.48,0.1265,34.8
Field_01,1,5.25,0.51,9703.0,14.4,48.9,12.56,0.1247,24.5
Field_01,1,5.35,0.51,9946.4,15.0,49.3,13.08,0.1257,27.3
Field_01,1,5.45,0.51,9978.8,21.7,49.5,14.15,0.1306,43.3
Field_01,1,5.56,0.51,9866.1,32.2,50.3,15.9,0.139,71.6
Field_01,1,5.66,0.51,9706.2,43.5,51.6,18.37,0.149,108.1
Field_01,1,5.76,0.51,9594.5,53.1,53.1,21.24,0.1586,147.8
Field_01,1,5.86,0.51,9586.8,59.8,54.1,23.77,0.1672,187.6
Field_01,1,5.96,0.51,9679.7,63.8,54.0,25.14,0.1756,224.4
Field_01,1,6.06,0.51,9816.8,66.5,52.8,25.02,0.1857,252.6
Field_01,1,6.16,0.51,9920.4,69.8,50.6,23.66,0.1991,269.2
Field_01,1,6.26,0.51,9930.6,75.1,48.0,21.49,0.2162,274.6
Field_01,1,6.36,0.51,9828.8,83.2,45.4,18.91,0.2351,269.8
Field_01,1,6.46,0.51,9636.5,93.7,43.5,16.32,0.2522,258.6
Field_01,1,6.57,0.51,9397.8,105.5,42.8,14.21,0.2632,250.8
Field_01,1,6.67,0.51,9158.3,116.9,43.6,13.02,0.265,258.1
Field_01,1,6.77,0.51,8955.1,126.0,46.0,13.04,0.2571,287.0
Field_01,1,6.87,0.51,8814.3,131.1,49.6,14.43,0.2414,334.7
Field_01,1,6.97,0.51,8750.3,130.8,53.5,17.18,0.2216,384.8
Field_01,1,7.07,0.51,8764.7,125.2,56.8,20.9,0.2012,409.4
Field_01,1,7.17,0.51,8847.0,115.9,58.4,24.66,0.1833,390.0
Field_01,1,7.27,0.51,8983.3,105.4,58.1,27.31,0.1696,338.8
Field_01,1,7.37,0.51,9170.2,96.5,55.8,28.16,0.1615,288.2
Field_01,1,7.47,0.51,9419.4,91.2,52.1,27.25,0.159,261.6
Field_01,1,7.58,0.51,9740.3,90.1,47.7,25.18,0.1617,264.1
Field_01,1,7.68,0.51,10105.1,92.0,43.0,22.79,0.1681,289.4
Field_01,1,7.78,0.51,10429.8,94.7,38.5,20.89,0.1768,330.5
Field_01,1,7.88,0.51,10603.0,96.1,34.7,20.18,0.1865,387.2
Field_01,1,7.98,0.51,10553.1,94.8,32.1,21.19,0.1967,468.8
Field_01,1,8.08,0.51,10303.2,90.7,31.3,24.41,0.207,587.8
Field_01,1,8.18,0.51,9966.7,85.0,32.1,30.04,0.2159,745.0
Field_01,1,8.28,0.51,9682.0,78.9,34.1,37.31,0.2213,907.1
Field_01,1,8.38,0.51,9538.6,73.4,36.4,43.63,0.2209,1001.5
Field_01,1,8.48,0.51,9543.9,68.8,37.9,45.5,0.214,961.8
Field_01,1,8.59,0.51,9644.2,64.8,38.2,41.55,0.2022,797.1
Field_01,1,8.69,0.51,9769.2,61.1,37.2,34.08,0.1891,589.0
Field_01,1,8.79,0.51,9869.7,57.7,35.4,26.65,0.1788,415.6
Field_01,1,8.89,0.51,9932.1,54.9,33.3,21.3,0.1747,303.5
Field_01,1,8.99,0.51,9970.1,53.3,31.5,18.3,0.1776,243.6
Field_01,1,9.09,0.51,10004.1,53.7,30.6,17.18,0.1855,218.1
Field_01,1,9.19,0.51,10037.7,56.3,31.2,17.27,0.195,213.3
Field_01,1,9.29,0.51,10049.2,61.0,33.6,17.87,0.2023,221.6
Field_01,1,9.39,0.51,10003.5,67.6,37.6,18.25,0.2057,241.9
Field_01,1,9.49,0.51,9880.0,75.7,42.4,17.94,0.2056,275.9
Field_01,1,9.6,0.51,9693.9,85.1,47.0,16.94,0.2045,321.6
Field_01,1,9.7,0.51,9494.9,94.9,50.2,15.71,0.2053,371.8
Field_01,1,9.8,0.51,9340.5,103.9,51.3,14.78,0.2099,417.9
Field_01,1,9.9,0.51,9264.3,110.3,50.3,14.45,0.2187,450.6
Field_01,1,10.0,0.51,9260.3,112.7,47.7,14.8,0.2301,459.9
Field_01,1,0.0,0.61,9529.5,99.5,40.9,17.92,0.2273,407.7
Field_01,1,0.1,0.61,9467.1,94.5,38.5,19.5,0.236,371.3
Field_01,1,0.2,0.61,9359.9,86.3,36.1,20.71,0.2414,327.0
Field_01,1,0.3,0.61,9228.8,76.0,33.8,21.07,0.2426,290.3
Field_01,1,0.4,0.61,9124.9,65.0,31.2,20.32,0.2395,258.5
Field_01,1,0.51,0.61,9112.2,55.4,28.4,18.61,0.2323,220.1
Field_01,1,0.61,0.61,9240.0,48.8,25.2,16.43,0.2215,175.7
Field_01,1,0.71,0.61,9517.9,46.2,21.6,14.33,0.2076,135.0
Field_01,1,0.81,0.61,9908.0,47.0,17.9,12.73,0.1924,103.5
Field_01,1,0.91,0.61,10342.3,49.3,14.7,11.76,0.179,82.0
Field_01,1,1.01,0.61,10754.1,51.2,12.8,11.42,0.1709,71.2
Field_01,1,1.11,0.61,11101.7,52.1,13.1,11.65,0.1707,72.2
Field_01,1,1.21,0.61,11368.3,52.7,15.9,12.35,0.1789,86.7
Field_01,1,1.31,0.61,11548.2,55.1,20.5,13.5,0.1933,118.7
Field_01,1,1.41,0.61,11638.2,61.1,26.0,15.06,0.2104,175.0
Field_01,1,1.52,0.61,11644.0,70.9,31.0,16.98,0.227,260.6
Field_01,1,1.62,0.61,11589.5,82.7,34.8,19.06,0.2408,368.3
Field_01,1,1.72,0.61,11513.6,93.4,36.9,20.87,0.2505,470.5
Field_01,1,1.82,0.61,11452.5,100.3,37.9,21.88,0.2558,528.8
Field_01,1,1.92,0.61,11418.6,101.9,38.2,21.73,0.2569,518.8
Field_01,1,2.02,0.61,11388.6,98.6,38.9,20.62,0.2546,450.4
Field_01,1,2.12,0.61,11309.9,92.0,40.7,19.1,0.2505,358.2
Field_01,1,2.22,0.61,11121.3,83.7,44.1,17.75,0.2462,273.9
Field_01,1,2.32,0.61,10781.3,74.8,48.9,16.84,0.2423,210.5
Field_01,1,2.42,0.61,10288.1,66.0,54.3,16.4,0.2385,167.1
Field_01,1,2.53,0.61,9677.4,58.1,58.8,16.26,0.2326,138.5
Field_01,1,2.63,0.61,9001.8,52.3,60.5,16.16,0.2226,121.1
Field_01,1,2.73,0.61,8310.5,49.3,58.8,15.98,0.2078,114.3
Field_01,1,2.83,0.61,7650.3,48.8,54.0,15.76,0.1897,118.5
Field_01,1,2.93,0.61,7081.0,48.7,47.7,15.67,0.1712,131.7
Field_01,1,3.03,0.61,6680.2,46.2,42.1,15.86,0.1557,146.7
Field_01,1,3.13,0.61,6519.2,39.0,39.2,16.33,0.1454,148.4
Field_01,1,3.23,0.61,6622.5,26.8,39.8,16.92,0.141,120.6
Field_01,1,3.33,0.61,6941.1,11.6,43.3,17.39,0.1416,59.1
Field_01,1,3.43,0.61,7364.1,5.0,48.0,17.66,0.1451,27.7
Field_01,1,3.54,0.61,7763.0,5.0,52.1,17.78,0.1496,29.0
Field_01,1,3.64,0.61,8041.8,5.0,54.4,17.86,0.1534,29.3
Field_01,1,3.74,0.61,8162.8,5.0,54.7,17.88,0.1555,28.6
Field_01,1,3.84,0.61,8139.1,5.0,53.9,17.76,0.1556,26.4
Field_01,1,3.94,0.61,8006.6,5.0,53.0,17.58,0.1538,23.4
Field_01,1,4.04,0.61,7797.2,5.0,52.9,17.66,0.1506,20.6
Field_01,1,4.14,0.61,7529.7,13.8,53.5,18.41,0.1471,53.4
Field_01,1,4.24,0.61,7220.3,32.5,53.8,19.98,0.144,131.8
Field_01,1,4.34,0.61,6900.3,52.5,52.9,21.99,0.1421,246.4
Field_01,1,4.44,0.61,6624.8,70.7,50.4,23.38,0.141,380.9
Field_01,1,4.55,0.61,6464.2,83.2,46.9,23.07,0.1402,457.6
Field_01,1,4.65,0.61,6481.5,87.3,43.8,20.96,0.1389,411.6
Field_01,1,4.75,0.61,6708.4,82.5,42.3,18.03,0.1365,285.6
Field_01,1,4.85,0.61,7133.9,70.4,42.9,15.4,0.1332,167.1
Field_01,1,4.95,0.61,7708.7,54.3,45.1,13.59,0.1292,92.8
Field_01,1,5.05,0.61,8358.3,37.8,47.4,12.61,0.125,53.4
Field_01,1,5.15,0.61,8997.1,24.2,48.6,12.26,0.1221,32.7
Field_01,1,5.25,0.61,9540.7,16.0,48.5,12.34,0.1222,22.9
Field_01,1,5.35,0.61,9922.6,14.4,47.5,12.8,0.1269,23.2
Field_01,1,5.45,0.61,10112.8,19.1,46.7,13.77,0.1361,35.5
Field_01,1,5.56,0.61,10133.3,28.0,46.9,15.39,0.1482,61.5
Field_01,1,5.66,0.61,10054.3,38.3,48.1,17.68,0.1605,100.4
Field_01,1,5.76,0.61,9967.2,47.6,49.9,20.24,0.1709,148.5
Field_01,1,5.86,0.61,9943.9,54.3,51.4,22.25,0.1787,198.5
Field_01,1,5.96,0.61,10004.7,58.9,52.1,22.92,0.1848,239.5
Field_01,1,6.06,0.61,10112.7,62.9,51.8,22.13,0.191,264.3
Field_01,1,6.16,0.61,10197.9,68.4,50.8,20.43,0.1992,276.5
Field_01,1,6.26,0.61,10198.3,76.6,49.5,18.41,0.2106,283.2
Field_01,1,6.36,0.61,10091.6,87.6,48.4,16.37,0.2244,286.2
Field_01,1,6.46,0.61,9901.5,100.4,47.9,14.46,0.2379,284.1
Field_01,1,6.57,0.61,9677.1,113.5,48.2,12.91,0.2475,279.0
Field_01,1,6.67,0.61,9463.5,125.4,49.5,12.05,0.2501,277.0
Field_01,1,6.77,0.61,9282.1,134.5,51.6,12.18,0.2447,283.8
Field_01,1,6.87,0.61,9130.0,139.5,54.5,13.56,0.2329,300.9
Field_01,1,6.97,0.61,8993.3,139.1,57.7,16.33,0.2176,323.9
Field_01,1,7.07,0.61,8861.9,133.2,60.4,20.32,0.2016,342.5
Field_01,1,7.17,0.61,8739.8,123.2,61.9,24.78,0.1865,347.0
Field_01,1,7.27,0.61,8649.1,111.5,61.5,28.44,0.1732,336.3
Field_01,1,7.37,0.61,8631.1,100.6,59.3,30.1,0.1626,319.3
Field_01,1,7.47,0.61,8737.8,92.5,55.8,29.36,0.156,305.1
Field_01,1,7.58,0.61,9005.3,87.6,51.5,26.75,0.1545,296.6
Field_01,1,7.68,0.61,9416.4,85.2,47.3,23.44,0.1592,293.3
Field_01,1,7.78,0.61,9880.9,83.6,43.8,20.6,0.1695,296.0
